날짜,가격_만원
2024-03-30,25500
2024-03-30,7100
2024-03-30,43500
2024-03-30,60000
2024-03-30,54000
2024-03-30,6000
2024-03-31,46000
2024-03-31,8000
2024-03-31,8000
2024-04-01,41500
2024-04-01,29000
2024-04-01,15500
2024-04-01,38000
2024-04-01,80000
2024-04-01,23900
2024-04-01,9500
2024-04-01,72000
2024-04-01,23800
2024-04-01,22700
2024-04-02,60000
2024-04-02,31500
2024-04-02,70000
2024-04-02,12500
2024-04-02,42000
2024-04-03,8400
2024-04-03,31000
2024-04-03,33100
2024-04-03,63300
2024-04-03,52500
2024-04-03,62000
2024-04-03,34000
2024-04-03,12000
2024-04-03,52000
2024-04-04,75000
2024-04-04,30000
2024-04-04,8600
2024-04-04,10000
2024-04-04,66500
2024-04-04,75000
2024-04-04,24800
2024-04-04,37000
2024-04-05,54000
2024-04-05,16000
2024-04-05,36000
2024-04-05,32000
2024-04-05,30000
2024-04-06,62000
2024-04-06,23200
2024-04-06,48000
2024-04-06,24800
2024-04-06,30000
2024-04-07,17500
2024-04-08,34000
2024-04-08,28000
2024-04-08,29800
2024-04-08,51000
2024-04-08,28000
2024-04-08,23500
2024-04-08,5750
2024-04-08,39900
2024-04-08,31500
2024-04-08,18800
2024-04-09,16000
2024-04-09,43800
2024-04-09,15000
2024-04-09,23500
2024-04-09,5750
2024-04-09,28000
2024-04-09,60000
2024-04-09,50500
2024-04-10,41700
2024-04-10,40500
2024-04-10,32500
2024-04-10,22000
2024-04-10,17500
2024-04-11,73700
2024-04-11,31000
2024-04-11,47000
2024-04-11,12000
2024-04-11,9000
2024-04-12,49000
2024-04-12,14300
2024-04-12,6900
2024-04-12,5030
2024-04-12,33600
2024-04-13,56900
2024-04-13,30500
2024-04-13,13800
2024-04-14,62000
2024-04-14,15400
2024-04-15,16600
2024-04-15,44000
2024-04-15,27000
2024-04-15,25000
2024-04-15,24600
2024-04-15,27000
2024-04-15,68600
2024-04-16,12300
2024-04-16,12000
2024-04-16,13000
2024-04-16,9500
2024-04-16,15700
2024-04-17,29500
2024-04-17,10500
2024-04-17,15000
2024-04-17,52300
2024-04-17,43500
2024-04-17,44000
2024-04-17,57000
2024-04-17,33000
2024-04-17,27000
2024-04-18,14000
2024-04-18,50000
2024-04-18,30000
2024-04-18,31700
2024-04-18,20000
2024-04-18,23500
2024-04-18,17000
2024-04-19,17300
2024-04-19,101200
2024-04-19,14800
2024-04-19,14000
2024-04-19,27000
2024-04-19,32000
2024-04-19,8500
2024-04-19,68000
2024-04-19,34500
2024-04-19,88700
2024-04-19,101200
2024-04-19,34000
2024-04-20,64000
2024-04-20,31800
2024-04-20,45000
2024-04-21,30000
2024-04-21,7950
2024-04-21,83000
2024-04-22,44500
2024-04-22,27000
2024-04-22,33700
2024-04-22,19000
2024-04-22,76000
2024-04-22,39000
2024-04-22,22400
2024-04-22,19400
2024-04-23,16000
2024-04-23,39100
2024-04-23,8600
2024-04-23,73700
2024-04-23,26000
2024-04-23,25000
2024-04-23,12300
2024-04-23,32000
2024-04-23,16000
2024-04-24,46800
2024-04-24,76000
2024-04-24,18000
2024-04-24,8500
2024-04-24,46800
2024-04-24,63500
2024-04-24,76000
2024-04-24,76000
2024-04-24,20500
2024-04-25,27980
2024-04-25,31500
2024-04-25,29500
2024-04-25,47150
2024-04-26,18000
2024-04-26,24300
2024-04-26,38000
2024-04-26,17000
2024-04-26,38900
2024-04-26,19500
2024-04-27,36000
2024-04-27,5000
2024-04-27,36000
2024-04-27,36000
2024-04-27,10500
2024-04-27,26200
2024-04-28,21500
2024-04-28,71000
2024-04-29,16200
2024-04-29,42000
2024-04-29,51000
2024-04-29,51000
2024-04-29,17500
2024-04-29,11000
2024-04-30,31200
2024-04-30,22000
2024-04-30,85000
2024-04-30,23800
2024-04-30,18000
2024-04-30,5500
2024-04-30,39000
2024-04-30,34900
2024-04-30,49000
2024-04-30,40500
2024-04-30,64000
2024-04-30,93000
2024-04-30,96000
2024-04-30,13500
2024-05-01,26500
2024-05-01,29500
2024-05-01,45000
2024-05-01,41000
2024-05-01,47250
2024-05-02,65000
2024-05-02,35800
2024-05-02,53000
2024-05-02,21500
2024-05-02,69500
2024-05-02,16500
2024-05-02,65000
2024-05-03,48000
2024-05-03,25300
2024-05-03,6000
2024-05-03,74000
2024-05-03,18000
2024-05-03,18000
2024-05-03,43000
2024-05-03,43200
2024-05-03,48000
2024-05-04,20000
2024-05-04,27000
2024-05-05,21000
2024-05-06,37000
2024-05-06,19500
2024-05-07,42000
2024-05-07,41900
2024-05-07,24700
2024-05-07,9180
2024-05-07,12000
2024-05-07,43000
2024-05-07,45000
2024-05-07,90000
2024-05-07,12000
2024-05-07,22500
2024-05-08,48000
2024-05-08,23500
2024-05-09,12000
2024-05-09,23500
2024-05-09,23500
2024-05-09,59400
2024-05-09,52000
2024-05-09,8000
2024-05-09,35000
2024-05-10,11000
2024-05-10,31500
2024-05-10,18250
2024-05-10,28000
2024-05-10,50000
2024-05-10,16000
2024-05-10,6500
2024-05-10,31500
2024-05-11,46000
2024-05-11,20500
2024-05-11,19400
2024-05-11,41400
2024-05-11,41400
2024-05-11,35000
2024-05-11,38500
2024-05-12,30000
2024-05-12,24900
2024-05-12,23500
2024-05-12,27000
2024-05-13,11900
2024-05-13,5100
2024-05-13,64300
2024-05-13,65000
2024-05-13,5100
2024-05-13,64300
2024-05-14,9800
2024-05-14,10500
2024-05-14,47000
2024-05-14,23500
2024-05-14,36000
2024-05-14,61500
2024-05-14,19500
2024-05-15,9200
2024-05-15,67000
2024-05-15,44000
2024-05-15,33000
2024-05-15,19500
2024-05-16,12000
2024-05-16,27300
2024-05-16,95000
2024-05-16,44000
2024-05-16,33000
2024-05-16,8000
2024-05-16,75000
2024-05-16,22700
2024-05-16,56900
2024-05-17,28000
2024-05-17,39000
2024-05-17,75000
2024-05-17,49700
2024-05-17,12500
2024-05-17,51900
2024-05-17,39000
2024-05-17,18700
2024-05-19,11200
2024-05-20,65500
2024-05-20,12000
2024-05-20,57500
2024-05-20,57500
2024-05-20,9500
2024-05-20,42800
2024-05-20,42300
2024-05-20,19500
2024-05-20,19000
2024-05-20,12000
2024-05-20,50000
2024-05-20,39000
2024-05-20,73500
2024-05-20,16200
2024-05-20,42300
2024-05-21,84000
2024-05-21,23500
2024-05-21,19000
2024-05-22,10000
2024-05-22,27000
2024-05-22,21500
2024-05-22,48000
2024-05-22,29000
2024-05-22,41000
2024-05-23,25000
2024-05-23,58500
2024-05-23,43000
2024-05-23,44100
2024-05-23,33000
2024-05-24,17800
2024-05-24,10000
2024-05-24,8900
2024-05-24,25100
2024-05-24,24000
2024-05-24,15700
2024-05-25,16100
2024-05-25,20000
2024-05-25,68000
2024-05-26,34900
2024-05-26,21600
2024-05-26,35800
2024-05-27,23800
2024-05-27,20800
2024-05-27,20800
2024-05-27,18500
2024-05-27,7000
2024-05-27,43600
2024-05-27,8500
2024-05-27,20500
2024-05-28,37000
2024-05-28,8600
2024-05-28,50000
2024-05-28,6800
2024-05-28,52800
2024-05-29,31300
2024-05-29,17000
2024-05-30,12000
2024-05-30,24000
2024-05-30,40700
2024-05-30,23800
2024-05-30,9600
2024-05-30,95000
2024-05-31,16900
2024-05-31,25500
2024-05-31,26800
2024-05-31,42000
2024-05-31,50000
2024-05-31,51000
2024-05-31,40000
2024-06-01,27000
2024-06-01,23000
2024-06-01,46000
2024-06-01,56000
2024-06-01,39000
2024-06-01,35500
2024-06-02,3850
2024-06-02,22800
2024-06-02,19400
2024-06-03,36400
2024-06-03,62000
2024-06-03,40000
2024-06-04,44000
2024-06-04,38000
2024-06-04,55000
2024-06-04,31000
2024-06-04,10500
2024-06-05,26000
2024-06-05,27800
2024-06-05,41741
2024-06-05,8500
2024-06-05,10000
2024-06-05,44400
2024-06-05,44400
2024-06-05,29000
2024-06-05,83800
2024-06-05,29000
2024-06-05,44400
2024-06-06,46400
2024-06-06,30000
2024-06-06,84500
2024-06-06,13500
2024-06-07,75000
2024-06-07,19500
2024-06-07,28968
2024-06-07,30255
2024-06-07,15000
2024-06-07,28688
2024-06-08,38500
2024-06-08,47750
2024-06-08,30000
2024-06-08,48000
2024-06-08,45000
2024-06-09,60500
2024-06-09,31600
2024-06-10,30000
2024-06-10,50000
2024-06-10,18300
2024-06-10,43500
2024-06-10,55866
2024-06-11,48000
2024-06-11,51000
2024-06-11,44000
2024-06-11,47500
2024-06-11,51000
2024-06-11,48500
2024-06-11,28000
2024-06-11,42000
2024-06-11,48000
2024-06-11,47000
2024-06-11,22000
2024-06-11,47000
2024-06-11,53000
2024-06-11,40000
2024-06-11,48000
2024-06-11,24500
2024-06-11,46500
2024-06-11,48500
2024-06-11,59500
2024-06-11,48750
2024-06-11,45000
2024-06-11,48000
2024-06-12,65700
2024-06-12,67000
2024-06-12,11000
2024-06-12,19000
2024-06-12,50000
2024-06-12,19000
2024-06-12,45000
2024-06-12,30010
2024-06-12,39290
2024-06-13,11900
2024-06-13,39570
2024-06-13,23000
2024-06-13,15000
2024-06-13,46700
2024-06-13,41500
2024-06-14,38442
2024-06-14,54000
2024-06-14,22000
2024-06-14,51500
2024-06-14,51500
2024-06-15,73000
2024-06-15,31000
2024-06-15,56500
2024-06-16,17500
2024-06-17,14000
2024-06-17,53700
2024-06-17,27012
2024-06-17,24440
2024-06-17,40000
2024-06-17,13000
2024-06-17,53700
2024-06-17,37000
2024-06-17,53700
2024-06-17,25840
2024-06-17,50000
2024-06-17,12200
2024-06-17,78000
2024-06-18,48100
2024-06-18,44000
2024-06-18,12800
2024-06-18,47000
2024-06-18,28999
2024-06-18,47300
2024-06-18,47000
2024-06-19,17000
2024-06-19,7000
2024-06-19,24500
2024-06-19,16200
2024-06-20,19500
2024-06-20,45000
2024-06-20,28500
2024-06-20,7000
2024-06-20,25300
2024-06-20,31000
2024-06-20,52000
2024-06-20,19000
2024-06-21,13400
2024-06-21,9800
2024-06-21,9800
2024-06-21,9300
2024-06-21,59800
2024-06-21,19000
2024-06-21,24800
2024-06-21,24200
2024-06-21,32050
2024-06-21,24200
2024-06-21,24200
2024-06-21,24200
2024-06-21,50000
2024-06-21,33800
2024-06-21,64000
2024-06-21,47500
2024-06-21,24200
2024-06-21,24200
2024-06-22,45000
2024-06-22,45000
2024-06-22,44000
2024-06-22,6900
2024-06-22,25100
2024-06-23,26000
2024-06-24,30500
2024-06-24,40500
2024-06-24,40500
2024-06-24,40350
2024-06-24,23000
2024-06-24,28900
2024-06-24,5000
2024-06-24,21650
2024-06-24,50500
2024-06-24,58000
2024-06-25,68000
2024-06-25,44000
2024-06-25,32500
2024-06-25,13500
2024-06-25,50900
2024-06-25,15700
2024-06-25,50000
2024-06-26,8500
2024-06-26,49000
2024-06-26,8500
2024-06-26,40700
2024-06-26,26000
2024-06-26,18500
2024-06-26,44500
2024-06-26,41800
2024-06-26,6500
2024-06-26,8500
2024-06-27,37500
2024-06-27,28000
2024-06-27,7900
2024-06-28,19300
2024-06-28,32500
2024-06-28,17000
2024-06-28,35000
2024-06-28,42500
2024-06-28,21500
2024-06-28,24000
2024-06-28,27500
2024-06-28,19300
2024-06-28,39000
2024-06-29,24500
2024-06-29,48000
2024-06-29,21500
2024-06-29,52000
2024-06-29,18800
2024-06-29,65500
2024-06-30,26000
2024-06-30,14500
2024-07-01,10500
2024-07-01,38000
2024-07-01,13000
2024-07-01,43000
2024-07-01,13100
2024-07-01,16400
2024-07-01,18800
2024-07-01,21500
2024-07-02,43500
2024-07-02,37000
2024-07-02,17700
2024-07-03,13700
2024-07-03,14500
2024-07-03,21400
2024-07-04,7710
2024-07-04,50000
2024-07-04,80000
2024-07-04,88000
2024-07-04,44000
2024-07-04,28000
2024-07-04,6909
2024-07-04,25500
2024-07-04,8532
2024-07-04,48000
2024-07-05,31000
2024-07-05,61000
2024-07-05,21000
2024-07-05,34300
2024-07-05,60500
2024-07-05,49700
2024-07-06,30000
2024-07-06,48500
2024-07-06,42500
2024-07-06,32500
2024-07-06,9900
2024-07-07,52000
2024-07-08,48500
2024-07-08,19000
2024-07-08,48500
2024-07-08,70000
2024-07-08,54000
2024-07-08,33000
2024-07-08,31900
2024-07-08,27600
2024-07-08,75000
2024-07-08,12000
2024-07-08,38500
2024-07-08,24100
2024-07-08,13700
2024-07-08,27451
2024-07-09,10000
2024-07-09,31500
2024-07-09,6700
2024-07-09,52000
2024-07-10,37461
2024-07-10,18000
2024-07-10,15775
2024-07-10,31050
2024-07-10,12000
2024-07-10,49000
2024-07-11,30100
2024-07-11,39000
2024-07-11,33000
2024-07-11,61500
2024-07-11,8000
2024-07-11,60000
2024-07-12,64300
2024-07-12,7200
2024-07-12,36000
2024-07-12,37500
2024-07-12,10161
2024-07-13,37000
2024-07-13,31500
2024-07-13,10800
2024-07-13,40000
2024-07-13,34100
2024-07-13,34000
2024-07-14,39000
2024-07-14,30000
2024-07-14,41000
2024-07-15,27185
2024-07-15,51500
2024-07-15,38000
2024-07-15,30900
2024-07-15,28016
2024-07-15,25132
2024-07-15,41800
2024-07-15,24100
2024-07-15,27370
2024-07-15,25712
2024-07-15,28368
2024-07-15,45300
2024-07-15,27460
2024-07-15,30000
2024-07-15,51500
2024-07-15,19000
2024-07-15,19000
2024-07-15,19000
2024-07-15,41500
2024-07-15,17500
2024-07-15,23500
2024-07-15,28590
2024-07-16,54000
2024-07-16,49000
2024-07-16,32800
2024-07-16,12800
2024-07-16,15500
2024-07-16,10800
2024-07-16,14800
2024-07-16,37000
2024-07-17,26000
2024-07-17,38500
2024-07-17,55000
2024-07-17,25214
2024-07-18,48500
2024-07-18,6200
2024-07-18,50900
2024-07-18,34000
2024-07-18,6200
2024-07-18,35000
2024-07-19,48000
2024-07-19,31000
2024-07-19,52000
2024-07-19,31000
2024-07-19,41835
2024-07-19,25000
2024-07-20,17900
2024-07-20,19000
2024-07-20,11000
2024-07-20,10000
2024-07-20,36600
2024-07-21,26000
2024-07-21,55500
2024-07-21,55500
2024-07-22,29000
2024-07-22,26500
2024-07-22,71500
2024-07-22,48500
2024-07-22,25500
2024-07-22,29300
2024-07-22,27000
2024-07-22,38554
2024-07-22,60000
2024-07-22,42300
2024-07-22,44000
2024-07-22,46400
2024-07-22,24700
2024-07-22,35500
2024-07-23,9800
2024-07-23,55000
2024-07-23,67000
2024-07-23,41000
2024-07-23,32700
2024-07-23,24000
2024-07-23,14000
2024-07-23,35400
2024-07-23,53000
2024-07-23,26710
2024-07-24,63000
2024-07-24,33500
2024-07-24,11000
2024-07-24,30000
2024-07-24,7900
2024-07-24,25000
2024-07-25,14200
2024-07-25,28000
2024-07-25,55200
2024-07-25,20500
2024-07-26,25000
2024-07-26,57300
2024-07-26,74000
2024-07-26,30000
2024-07-26,65000
2024-07-26,13300
2024-07-26,65000
2024-07-26,78000
2024-07-27,47800
2024-07-27,26300
2024-07-27,41000
2024-07-27,58000
2024-07-27,29500
2024-07-28,21500
2024-07-28,25000
2024-07-28,22700
2024-07-28,27500
2024-07-28,37000
2024-07-28,27500
2024-07-28,51000
2024-07-29,9500
2024-07-29,26000
2024-07-29,16700
2024-07-29,25650
2024-07-29,24500
2024-07-29,20600
2024-07-29,46500
2024-07-29,26000
2024-07-30,35900
2024-07-30,19800
2024-07-30,18000
2024-07-30,38400
2024-07-31,75000
2024-07-31,75000
2024-07-31,29500
2024-07-31,33000
2024-07-31,29800
2024-07-31,28000
2024-08-01,20500
2024-08-01,34500
2024-08-01,50000
2024-08-01,19000
2024-08-01,52300
2024-08-01,81000
2024-08-01,60000
2024-08-01,55000
2024-08-01,31000
2024-08-02,27150
2024-08-02,28041
2024-08-02,25990
2024-08-02,68000
2024-08-02,66000
2024-08-02,26010
2024-08-02,26010
2024-08-02,35000
2024-08-02,24940
2024-08-02,27150
2024-08-02,27090
2024-08-02,49500
2024-08-02,25980
2024-08-02,73500
2024-08-03,9100
2024-08-03,22500
2024-08-04,53000
2024-08-04,53000
2024-08-05,15000
2024-08-05,31000
2024-08-05,23500
2024-08-05,34000
2024-08-05,66000
2024-08-05,65000
2024-08-05,37500
2024-08-05,9000
2024-08-05,29000
2024-08-05,16000
2024-08-05,34000
2024-08-05,54000
2024-08-05,19500
2024-08-06,27000
2024-08-06,12000
2024-08-06,15200
2024-08-06,9000
2024-08-06,40000
2024-08-06,30000
2024-08-07,40500
2024-08-07,53500
2024-08-07,30800
2024-08-07,45000
2024-08-07,22200
2024-08-07,57300
2024-08-07,53500
2024-08-07,11000
2024-08-08,20000
2024-08-08,36700
2024-08-08,9000
2024-08-08,21750
2024-08-08,12380
2024-08-09,24700
2024-08-09,28500
2024-08-09,59800
2024-08-09,59800
2024-08-09,64000
2024-08-09,64000
2024-08-09,42000
2024-08-09,8800
2024-08-09,24920
2024-08-09,50500
2024-08-10,70000
2024-08-10,26000
2024-08-10,49900
2024-08-10,22400
2024-08-10,86000
2024-08-11,40700
2024-08-11,21800
2024-08-11,36000
2024-08-11,25800
2024-08-11,40700
2024-08-11,19800
2024-08-11,60500
2024-08-11,19800
2024-08-11,67500
2024-08-11,40700
2024-08-11,40700
2024-08-12,84500
2024-08-12,17300
2024-08-12,36000
2024-08-13,48700
2024-08-13,54500
2024-08-13,60000
2024-08-13,27000
2024-08-13,31000
2024-08-13,45500
2024-08-13,43000
2024-08-13,8500
2024-08-14,14000
2024-08-14,20700
2024-08-14,27500
2024-08-14,53000
2024-08-14,20500
2024-08-14,59900
2024-08-14,54800
2024-08-14,28000
2024-08-15,73000
2024-08-15,43300
2024-08-15,19900
2024-08-15,105800
2024-08-15,20000
2024-08-15,40000
2024-08-15,36500
2024-08-16,17000
2024-08-16,51500
2024-08-16,57000
2024-08-17,53800
2024-08-18,49500
2024-08-18,50000
2024-08-18,53300
2024-08-19,19500
2024-08-19,32500
2024-08-19,8800
2024-08-19,31000
2024-08-19,24900
2024-08-19,41800
2024-08-20,15000
2024-08-20,43000
2024-08-20,22000
2024-08-20,13900
2024-08-21,40500
2024-08-21,12000
2024-08-21,45500
2024-08-21,7900
2024-08-21,21700
2024-08-22,38000
2024-08-22,13400
2024-08-22,82500
2024-08-22,28000
2024-08-22,23660
2024-08-22,38400
2024-08-22,49300
2024-08-22,11000
2024-08-22,49300
2024-08-22,15682
2024-08-22,25500
2024-08-22,8500
2024-08-22,8450
2024-08-23,12500
2024-08-23,32500
2024-08-23,28000
2024-08-23,86000
2024-08-23,43880
2024-08-23,52000
2024-08-23,30000
2024-08-24,54000
2024-08-24,31000
2024-08-24,68000
2024-08-24,16000
2024-08-25,53500
2024-08-26,15800
2024-08-26,24000
2024-08-26,26000
2024-08-26,15500
2024-08-26,30300
2024-08-26,34000
2024-08-27,27800
2024-08-27,38200
2024-08-27,31000
2024-08-27,47500
2024-08-27,84000
2024-08-27,18500
2024-08-28,51000
2024-08-28,49000
2024-08-28,35000
2024-08-28,47000
2024-08-28,61000
2024-08-28,49800
2024-08-28,21400
2024-08-28,33800
2024-08-29,26700
2024-08-29,88500
2024-08-29,34000
2024-08-29,45200
2024-08-29,16750
2024-08-29,52500
2024-08-29,6000
2024-08-30,26111
2024-08-30,26000
2024-08-30,26000
2024-08-30,45000
2024-08-30,29000
2024-08-31,47500
2024-09-01,26500
2024-09-01,34000
2024-09-02,22500
2024-09-02,18300
2024-09-02,33000
2024-09-02,30500
2024-09-02,4900
2024-09-03,53000
2024-09-03,42500
2024-09-03,28800
2024-09-03,32800
2024-09-03,10000
2024-09-03,8900
2024-09-03,33000
2024-09-03,16900
2024-09-03,52500
2024-09-04,9600
2024-09-04,60000
2024-09-04,22000
2024-09-04,34500
2024-09-04,32000
2024-09-04,22000
2024-09-05,26300
2024-09-05,20000
2024-09-05,33000
2024-09-05,14700
2024-09-05,19000
2024-09-06,20700
2024-09-06,53500
2024-09-06,16000
2024-09-06,9500
2024-09-06,34500
2024-09-06,80000
2024-09-06,31400
2024-09-06,16125
2024-09-06,35000
2024-09-07,7800
2024-09-07,43000
2024-09-07,24000
2024-09-08,51000
2024-09-08,36000
2024-09-08,17300
2024-09-09,37000
2024-09-09,35000
2024-09-09,11000
2024-09-10,13000
2024-09-10,49000
2024-09-10,29220
2024-09-10,37505
2024-09-10,16500
2024-09-10,38510
2024-09-11,61500
2024-09-11,66000
2024-09-11,25000
2024-09-11,22000
2024-09-11,57000
2024-09-11,21900
2024-09-11,9400
2024-09-11,14600
2024-09-11,68000
2024-09-12,5400
2024-09-12,9000
2024-09-12,23200
2024-09-12,21000
2024-09-12,6000
2024-09-12,10000
2024-09-12,10000
2024-09-12,49000
2024-09-12,29500
2024-09-12,22400
2024-09-13,28000
2024-09-13,13500
2024-09-13,92000
2024-09-13,25700
2024-09-13,15000
2024-09-13,18000
2024-09-13,51200
2024-09-13,69000
2024-09-13,69000
2024-09-13,42600
2024-09-13,24000
2024-09-14,19800
2024-09-14,32800
2024-09-14,26800
2024-09-14,40000
2024-09-14,19800
2024-09-14,20000
2024-09-14,52500
2024-09-14,26800
2024-09-14,32800
2024-09-14,30000
2024-09-15,52700
2024-09-15,19800
2024-09-15,19800
2024-09-17,23300
2024-09-18,75000
2024-09-18,58000
2024-09-19,34000
2024-09-19,24000
2024-09-19,59000
2024-09-19,26800
2024-09-19,10500
2024-09-19,11300
2024-09-19,40000
2024-09-19,37013
2024-09-19,10000
2024-09-20,45000
2024-09-20,46500
2024-09-20,20300
2024-09-20,43500
2024-09-20,75000
2024-09-20,46200
2024-09-20,34000
2024-09-20,42000
2024-09-20,28000
2024-09-20,28500
2024-09-21,31000
2024-09-21,57200
2024-09-21,65000
2024-09-21,16500
2024-09-21,43000
2024-09-21,26500
2024-09-22,41500
2024-09-23,30670
2024-09-23,31500
2024-09-23,45200
2024-09-23,45200
2024-09-23,29200
2024-09-23,29200
2024-09-23,6500
2024-09-23,45200
2024-09-23,29100
2024-09-23,28899
2024-09-23,30530
2024-09-23,5400
2024-09-23,30730
2024-09-23,47800
2024-09-23,12000
2024-09-23,49800
2024-09-23,29700
2024-09-23,67000
2024-09-23,29318
2024-09-24,43500
2024-09-24,25300
2024-09-24,43500
2024-09-24,32500
2024-09-24,34500
2024-09-24,32500
2024-09-24,17000
2024-09-24,67000
2024-09-25,34000
2024-09-25,27500
2024-09-25,50000
2024-09-25,47700
2024-09-25,33663
2024-09-25,33500
2024-09-25,24000
2024-09-25,29900
2024-09-25,9500
2024-09-25,9200
2024-09-25,11900
2024-09-25,22000
2024-09-26,28021
2024-09-26,35000
2024-09-26,26000
2024-09-26,52900
2024-09-26,61500
2024-09-26,7000
2024-09-26,31900
2024-09-26,29300
2024-09-26,33000
2024-09-26,21800
2024-09-26,9950
2024-09-26,20700
2024-09-26,37110
2024-09-27,30770
2024-09-27,38500
2024-09-28,18500
2024-09-28,30000
2024-09-28,27400
2024-09-28,12300
2024-09-28,60800
2024-09-28,26800
2024-09-28,12500
2024-09-28,26500
2024-09-28,10000
2024-09-28,53000
2024-09-29,26900
2024-09-29,45000
2024-09-29,15000
2024-09-29,26500
2024-09-30,25800
2024-09-30,84800
2024-09-30,35000
2024-09-30,26000
2024-09-30,34300
2024-09-30,87000
2024-09-30,10400
2024-09-30,40000
2024-09-30,34300
2024-09-30,41300
2024-09-30,20000
2024-10-01,34300
2024-10-01,59000
2024-10-01,34300
2024-10-01,49000
2024-10-01,11000
2024-10-01,27000
2024-10-01,51000
2024-10-01,21900
2024-10-02,47500
2024-10-02,30000
2024-10-02,32100
2024-10-02,10000
2024-10-02,61500
2024-10-02,50800
2024-10-02,28750
2024-10-02,32000
2024-10-02,89000
2024-10-02,40000
2024-10-02,15000
2024-10-02,8000
2024-10-02,17500
2024-10-02,41500
2024-10-03,21900
2024-10-03,49300
2024-10-03,20800
2024-10-03,19000
2024-10-03,74000
2024-10-03,21700
2024-10-03,49750
2024-10-03,47200
2024-10-03,56500
2024-10-04,116500
2024-10-04,34500
2024-10-04,14000
2024-10-04,70000
2024-10-04,50000
2024-10-04,68500
2024-10-04,33000
2024-10-04,33000
2024-10-04,20000
2024-10-05,46000
2024-10-05,5100
2024-10-06,32000
2024-10-06,13800
2024-10-06,13800
2024-10-06,35500
2024-10-06,28000
2024-10-06,24750
2024-10-06,49800
2024-10-07,37500
2024-10-07,12200
2024-10-07,22500
2024-10-07,6900
2024-10-07,60500
2024-10-07,43500
2024-10-07,41500
2024-10-08,23500
2024-10-08,27500
2024-10-08,19500
2024-10-08,35500
2024-10-08,7800
2024-10-08,26500
2024-10-08,35000
2024-10-08,29000
2024-10-08,21200
2024-10-08,27000
2024-10-08,24100
2024-10-08,30000
2024-10-09,51000
2024-10-09,10000
2024-10-09,41000
2024-10-09,15900
2024-10-09,26000
2024-10-09,51000
2024-10-10,27000
2024-10-10,11200
2024-10-10,60000
2024-10-10,28000
2024-10-10,26500
2024-10-10,20000
2024-10-11,53000
2024-10-11,5675
2024-10-11,42200
2024-10-11,52900
2024-10-11,47400
2024-10-11,59500
2024-10-11,64000
2024-10-11,20900
2024-10-11,42200
2024-10-12,59300
2024-10-12,58700
2024-10-12,59500
2024-10-12,33000
2024-10-12,41000
2024-10-12,7300
2024-10-12,27600
2024-10-13,24000
2024-10-13,70500
2024-10-13,28800
2024-10-14,32500
2024-10-14,25000
2024-10-14,27500
2024-10-14,5500
2024-10-14,9800
2024-10-14,36800
2024-10-14,9000
2024-10-14,54000
2024-10-14,54000
2024-10-14,36800
2024-10-14,18500
2024-10-14,58000
2024-10-15,36000
2024-10-15,12500
2024-10-15,5300
2024-10-15,38500
2024-10-15,12400
2024-10-15,14000
2024-10-15,16000
2024-10-15,38500
2024-10-16,7300
2024-10-16,43500
2024-10-16,40800
2024-10-16,59900
2024-10-16,61000
2024-10-16,15200
2024-10-16,32000
2024-10-16,49800
2024-10-17,53700
2024-10-17,54000
2024-10-17,41500
2024-10-17,27000
2024-10-17,35000
2024-10-17,54000
2024-10-17,11000
2024-10-17,41500
2024-10-18,32700
2024-10-18,22000
2024-10-18,45000
2024-10-18,34800
2024-10-18,32700
2024-10-18,34000
2024-10-18,95000
2024-10-18,15800
2024-10-18,6500
2024-10-19,123000
2024-10-19,14600
2024-10-19,34300
2024-10-19,27400
2024-10-20,41000
2024-10-20,32300
2024-10-20,34000
2024-10-20,67000
2024-10-20,41000
2024-10-20,100000
2024-10-20,34200
2024-10-20,34200
2024-10-21,31800
2024-10-21,27000
2024-10-21,31500
2024-10-21,33061
2024-10-21,30500
2024-10-21,15800
2024-10-22,10000
2024-10-22,41100
2024-10-22,25000
2024-10-22,28000
2024-10-22,80000
2024-10-22,18000
2024-10-22,97000
2024-10-22,26900
2024-10-22,57800
2024-10-23,19500
2024-10-23,50000
2024-10-23,28500
2024-10-23,38880
2024-10-23,15800
2024-10-23,20800
2024-10-23,26500
2024-10-23,12500
2024-10-23,12000
2024-10-23,13900
2024-10-23,9400
2024-10-23,11200
2024-10-23,21000
2024-10-23,45000
2024-10-24,59500
2024-10-24,6916
2024-10-24,37200
2024-10-24,5661
2024-10-24,24000
2024-10-24,23500
2024-10-24,5360
2024-10-24,5516
2024-10-24,37200
2024-10-24,13500
2024-10-24,61000
2024-10-25,36500
2024-10-25,41000
2024-10-25,13500
2024-10-25,41000
2024-10-25,8500
2024-10-25,65000
2024-10-26,34700
2024-10-26,43000
2024-10-26,46900
2024-10-26,73000
2024-10-26,6000
2024-10-26,83000
2024-10-26,35000
2024-10-26,70000
2024-10-26,14000
2024-10-26,35000
2024-10-27,18000
2024-10-27,42500
2024-10-27,24500
2024-10-28,9200
2024-10-28,36500
2024-10-28,19500
2024-10-28,17800
2024-10-28,7800
2024-10-28,44000
2024-10-28,22000
2024-10-28,22500
2024-10-28,52000
2024-10-29,11245
2024-10-29,11245
2024-10-29,11245
2024-10-29,11245
2024-10-29,11245
2024-10-29,11245
2024-10-29,13835
